Electrolysis_Type,Voltage_V,Current_Density_mA_cm2,Temperature_C,CO2_Conversion_Rate,CO2_Source,Electricity_Cost_per_kWh,H2_Required_kg,CAPEX_$,SAF_Yield_kg,Carbon_Intensity_gCO2_MJ
HTE,1.4278734614774855,809.9832839594367,753.6425181891527,0.502766821725435,DAC,0.04577836700749912,4.065704734450039,7545.076399410137,41.71646318942845,58.780420300713956
LTE,3.0444342396364066,215.27748357716683,54.29037338460329,0.4758895818921679,cement,0.02144334784746845,5.026091849975437,20401.616216392627,40.63195614481382,45.16570117080565
LTE,3.0314091179090648,216.2774187768015,49.68219405628322,0.4316104292985671,NGCC,0.06807718259792873,5.662046071567778,19627.283810265108,36.13195298520269,36.30034492837033
LTE,2.955639982071856,206.56641095679734,47.07520890227114,0.49529461831604354,NGCC,0.01432729633693646,5.495779533034977,18179.198817531436,42.87300564614685,41.585994873748106
HTE,1.5193029756462704,829.017901651703,748.2965314859833,0.4940525240466207,bioethanol,0.04803331493531989,4.088552615095838,7635.1630133863155,46.34692970767594,2.4342333888588987
HTE,1.5036134925744589,810.4201122998583,759.7840490049143,0.542810110022641,bioethanol,0.05950374175206174,5.0080667964389,7384.088949766002,47.41096260988987,1.028098390927752
LTE,3.0350435449330995,182.87482112642095,58.55449676234427,0.43798722413963276,cement,0.06931509989511854,4.928110915433283,22912.942915631877,39.88019910056553,36.914810946642966
HTE,1.5252112103280882,847.3377496589372,742.429802148301,0.486386001794194,NGCC,0.060086422128910466,5.506372684897661,7262.908746181467,43.32435221630166,32.71251341702119
HTE,1.495246108788655,799.4780552974572,737.5724328459266,0.4885403399485229,cement,0.04575638040486517,4.917872876747229,7334.725456933009,44.99577317260576,26.17672240792532
LTE,2.935387510219658,194.1204668228166,49.03338362636602,0.42587234272972707,cement,0.025985084875821463,4.557738475374432,20148.51406698117,35.74973914319595,31.151512822782024
HTE,1.433146725597147,806.173238022381,759.3038521437552,0.5470516891264516,NGCC,0.01624306796668386,4.867775914802251,8121.719706766961,55.37674726666974,56.101669392568674
HTE,1.402704168771001,783.7251546958117,762.0131977578186,0.5107114750477955,bioethanol,0.06334064513321355,3.8083626186693227,8137.097745617659,46.6133800472537,1.6998834143264436
LTE,3.0852536725504613,202.41864454698108,57.60592846950276,0.4646934711436522,cement,0.04901411989273235,4.3883276799629956,19648.243597064982,44.277889571661866,51.75153823371945
HTE,1.4976776985186584,848.044656393311,747.9404380733912,0.4857101958298732,NGCC,0.03047577492555751,4.7378725933725105,7626.86436053339,44.112321901389635,27.88653829482296
HTE,1.4664775386200646,809.6371557473266,745.7323582367178,0.4826510682259619,cement,0.06328910632666973,5.386905877719225,8741.939516206783,42.305772104784936,27.088670958800844
LTE,3.001952192463554,195.33107254916646,58.68594538673674,0.4051055636577163,bioethanol,0.03475637616734561,5.064207804484851,18841.829808502578,35.15453942673524,2.3780839404069525
LTE,3.017855566406546,207.72018373807163,56.696172343570005,0.41890111045431144,DAC,0.012142853929588918,4.447380155791258,19168.47493965847,38.29848761530496,31.525124542406733
HTE,1.4673271384255266,799.9572461954181,752.141926937977,0.49789062479356266,bioethanol,0.062364694448791044,4.29879473188034,6923.997079715653,46.759523974141786,4.231557386852948
HTE,1.515572461805689,842.1159279866356,754.610269726227,0.5373170013500923,cement,0.028604785277181043,5.575735341377988,8260.352735211733,46.43934398289216,33.145433064984786
LTE,3.0217769420386533,183.62530055042157,49.6483108863871,0.46929298041969736,NGCC,0.054909925440305055,5.456311597451654,20729.39869815392,44.57476695411679,58.889620347261285
LTE,3.0727334456989595,195.0149827096982,53.46256655667002,0.4349781418714549,cement,0.05871915416302237,5.571630752504908,18552.298203785493,35.778555937547445,56.04647301098122
LTE,2.930286244379918,209.14579941062692,50.48022187373149,0.4648224089044801,cement,0.020420206755859413,4.71350223086147,19822.87509870623,36.079442210233616,51.491090461719295
LTE,3.0940926138772538,206.19693637120758,40.145295205305196,0.45418053530263797,bioethanol,0.05572414919825739,5.8367638752904645,20422.74232721633,40.17180269372918,1.138208504106792
HTE,1.4621419410350227,852.3224625172851,736.0036605663219,0.513314544773307,DAC,0.01569525663802078,4.708385374901617,7449.436550945217,46.840995021079024,39.597056815503564
LTE,3.054467259116423,209.5694035994066,48.83412897529629,0.48186109901884944,cement,0.016940866686077388,5.047727168967302,19990.622547858267,42.319896034614416,21.07333564587501
LTE,2.780740697198002,220.99535834143506,41.17160901712734,0.4807999887341461,cement,0.03155609697405619,4.817374393597961,19186.1754114265,43.14861948731547,34.39303236715887
LTE,3.1319510669633184,212.63438164737659,38.486302609033274,0.442191771609702,bioethanol,0.03335190815287508,5.531840044256258,19156.851822698136,44.64681579527797,3.3102540628425934
HTE,1.6185183019477707,835.5667991015561,749.522780568775,0.4892282118617594,bioethanol,0.03781566076033663,5.018330566971895,7393.617307733924,42.55428914723796,2.920606931882819
HTE,1.4879024275906791,798.5640520711554,755.0437670124766,0.48682336169041174,NGCC,0.05046471324058836,5.662725453852099,8012.329863966536,47.682814069738995,51.47031852065689
HTE,1.4643787032545703,768.3380566642415,739.2920763824089,0.546478474270904,NGCC,0.019687683147287693,5.649842482811487,8077.633287971417,48.615582825382006,45.0861963076624
HTE,1.4819466965048806,777.6693968485342,770.6699028654709,0.5330588330596843,NGCC,0.04781144861733548,4.597969173768337,7753.601255023967,45.41443235380825,58.66159630666937
HTE,1.5316545230992458,761.1477885470982,745.3188888810595,0.5319339726930223,cement,0.03278465464337146,4.683260968978717,7500.483960351146,47.381788585379844,33.477658839725535
LTE,3.086319902813693,205.8930504425472,49.525069513392936,0.45179106835669136,bioethanol,0.0172564806212913,5.352503808766266,20551.96071554064,42.825242999259586,1.2106244357302156
LTE,2.934811403481937,171.75515413028296,48.79932117969199,0.4706478114901999,cement,0.01049274937892362,5.192533154326641,18234.60451366655,40.26563172537866,29.91725515288129
LTE,3.0193623306038493,192.58480106351402,53.02391119938018,0.4854579960594609,cement,0.043897059741966046,5.101918474509086,20066.36383342866,41.58097022905545,58.12112204404714
LTE,3.0278842725613213,211.70214612868628,55.939888343099895,0.41083950281853676,bioethanol,0.028899471590812256,5.415011619075285,19224.55592775972,35.72350510299904,2.549553558068744
LTE,2.88495102716866,201.4094373386852,38.49154732146352,0.40625383981064894,DAC,0.04805870848258877,5.453430257748704,21289.974246089776,35.61999958772575,50.72822334452609
LTE,2.993979956663027,188.9812540453638,50.97368191206857,0.4316583724660543,bioethanol,0.026198432910799076,5.4036249730580135,18941.472987241155,39.46867052502276,4.26654261104795
HTE,1.44066753901796,716.0877526539734,760.187486786908,0.5488538200264512,bioethanol,0.018595269504751884,4.85358388115553,7975.662559149263,52.83302986407655,4.564662364171371
HTE,1.5063516322518493,740.4123548029928,740.9935650878783,0.5184552891433062,DAC,0.038405894573316106,5.626982776861455,8593.585023542282,44.18721613137131,36.08616237073967
HTE,1.4371599090443703,763.5710975820314,749.7258934677725,0.5249176425299283,DAC,0.011870855924688407,4.767936609439511,8116.889574570154,45.380846021867725,59.371350596108286
HTE,1.4993508333447259,695.2425107046469,755.5267662280505,0.4845823965306096,DAC,0.02378418755009267,5.653188874265179,7412.362532350704,45.97456871263003,54.4170667690547
HTE,1.4596943904920492,785.5916615668411,749.2333257102507,0.5169831632206161,bioethanol,0.05679381430876058,4.523887873758585,7540.314736514947,40.5522381274472,2.8568222988994156
LTE,2.8199534587280928,204.39196303505096,51.45007409001731,0.4148950516593732,bioethanol,0.04663185405721408,4.509408354595827,19745.8211598471,37.791875776060095,4.921024105436049
LTE,3.020084114175141,211.06741866385414,47.8206017546763,0.4004059919173323,cement,0.026377582581168152,5.380853364023655,19671.97088933418,34.30399317127499,46.79715564976486
LTE,2.9100616392510243,192.67675172198992,40.393196046329564,0.4806297740053888,bioethanol,0.0492747652719139,5.296982891078532,20587.447747857783,45.580404293848254,3.064442078543714
LTE,3.103958013962954,187.1815541206432,58.18798465494352,0.42562981915068815,NGCC,0.01963038021522131,4.546290289128661,19998.17416056509,39.52411318394021,42.98666293657135
HTE,1.495655004329669,861.4129952424889,751.3814225737707,0.48694708049211055,DAC,0.011414035423703542,4.747356704226856,8380.19773533787,42.430957517136505,56.25278922906174
HTE,1.496052264994061,841.4179698520256,751.390295521612,0.5109747922421402,cement,0.025382568566793513,5.954545746678809,8257.608965348472,46.03238486910058,39.87198780097159
HTE,1.4677087808704372,866.3285456977281,758.4993512152558,0.4875322475058546,DAC,0.019160361244490772,4.9404294122649235,7945.041975479775,43.006808757407136,52.072872783826504
HTE,1.5012042151060878,724.5388100505147,725.9548298752444,0.4884661041749926,bioethanol,0.03485096497762055,5.371208552556255,6890.2258508034465,48.854225833813736,2.4904943747148938
LTE,3.140527220208915,194.08036826572214,53.474156564781346,0.49372659336066427,DAC,0.059651500121462815,4.9731659613917225,18632.364519702714,46.363595226150466,33.697462019110134
HTE,1.4223296727314374,763.6089687421542,746.5523440007886,0.5233475680930259,cement,0.05350823066619084,6.042613118092644,8570.426075655078,52.86338208003045,41.63229950424587
LTE,3.006286927165957,180.1544904235714,39.485611178646025,0.46484484956329897,cement,0.05439703987786787,5.031581225652086,19865.397564336872,41.97128361680156,21.96796273919524
HTE,1.5300036229829719,821.0909831875006,734.6736113678724,0.5350103560342819,cement,0.05384117352399716,5.230961482488112,7428.841758923513,53.123115604305625,51.1834778562625
HTE,1.5388495597948812,788.2231519639815,745.0496926079088,0.5497920172534291,DAC,0.06730570446663427,4.9281556901177686,7950.392215021776,44.84099252093827,39.48942382247912
LTE,3.0424184842284956,189.53970542904412,41.37534377984528,0.47815399177740325,cement,0.03717158314140516,4.585297107220356,18938.442236136896,43.252857804192985,52.47776983815156
LTE,2.715492293116691,184.75996929823634,44.08213687398484,0.46282688620718904,bioethanol,0.048195185086266676,5.076455034022704,19632.609833187493,39.93987157974924,1.5716694338708654
LTE,2.7298046290496085,205.664932249884,46.17388421195737,0.4189956963450766,NGCC,0.03080393578140922,5.363666042198185,19631.80961004569,34.926171792609516,52.186875488688734
HTE,1.518600774067583,771.5772846300329,741.2283573029639,0.549286856064638,cement,0.04980308228500773,5.227501074153622,8792.814777137462,50.09267302961139,26.75076570448425
LTE,2.9503672339985036,198.90392698177348,50.7386175755614,0.4463238391717096,NGCC,0.04500712267199711,4.578956704688569,18773.742037762295,41.306862309144016,45.44565249515385
LTE,2.7692651447601904,210.98228753123033,44.77803077407069,0.4471492461602052,DAC,0.03699342061329312,4.795369486351353,21504.666744458147,42.49986752860616,48.06479217668181
LTE,2.8387375565566098,211.441481605054,59.10457825577653,0.4696029028173205,NGCC,0.01435303353087186,4.5340485761013145,19796.616344424572,40.612443390541735,24.707400160994037
HTE,1.5168138584262585,755.007897594261,747.2389911766982,0.49028150885342864,cement,0.011070300722576077,4.731171334664588,8010.403119618784,44.510298500590046,59.15607225442181
HTE,1.473537245038145,860.1202728397607,732.4372898385806,0.4884281693011708,cement,0.03150469796949767,4.7573176698814805,7092.22740854609,45.10163103251112,26.336262837320174
LTE,2.93609024888187,200.01542792901427,46.73335071448621,0.44743517196485577,cement,0.06962333111082966,5.28894874893473,21128.34535825356,42.16980775973113,35.03355302655566
LTE,3.1383849510730646,200.42805906315633,46.77944480458316,0.4944911318539358,DAC,0.022103654766549553,4.555945447712097,19418.52071335727,47.92712387783707,47.79988981736683
HTE,1.4707781996065046,846.597901266078,741.7416110338519,0.48354960138536374,DAC,0.045505704555346076,4.95413026904131,8842.815096479595,38.73280523285465,24.398685185336717
HTE,1.4509136896415096,796.8019306770282,753.1201082359532,0.5246607213918444,cement,0.04631345048688892,5.492616920312918,8070.606345981293,44.11367669193596,35.915180791589165
HTE,1.5236475690475937,681.7748595487219,737.3891861702956,0.48704404833718995,cement,0.011367705017539146,5.469108058453171,8411.988743952066,37.53285483251667,21.563018997287628
LTE,2.9040386321187053,209.16906856450484,51.32804598351348,0.4387455270335107,cement,0.05874687187224846,5.086001971342181,19527.80763668408,39.939461047148846,41.64117153071
HTE,1.5471820736960393,852.6942984408759,752.3923513975451,0.5372191129466902,cement,0.034935608953784884,5.08186357938114,8239.290321361701,46.78501481096243,23.854005564737687
LTE,2.8712466979766678,201.3361004396165,56.20520056760289,0.4461453272468036,DAC,0.03947737052206248,4.907081496447486,21588.547984620804,42.10206430009876,34.0516233771983
LTE,3.08550615899371,208.5418200324612,39.84072633536106,0.4079618363221469,DAC,0.06517690035075686,3.9764836977483187,21200.920791566645,36.98653196069459,32.92987512990917
HTE,1.530496249060787,783.2027687821017,761.2063166980868,0.4848427116467371,bioethanol,0.04449425680263629,5.23507526556348,7007.594882968087,42.76092484086238,1.4183611062476036
LTE,3.029091571295949,204.96893865498035,58.50847945085326,0.48099757328356074,bioethanol,0.06806234659804125,4.8834782873043014,18786.69762003042,39.134720939911595,3.545287337116246
HTE,1.5328194272594065,875.4012957579182,747.1373708591697,0.49527318978784035,bioethanol,0.04799445317325263,4.14716733341855,7843.967681949201,40.84335086791126,4.328691497581087
LTE,2.9816500368400627,190.6462914974806,47.050488089931385,0.41067110765785336,NGCC,0.0671426350037202,4.482994047439219,19768.562711336497,37.29607350939748,28.204793015289134
HTE,1.4405150653255419,863.1979421060606,754.4681324744721,0.4973345655149454,DAC,0.033577243871803816,4.939621019909377,6854.314233995061,41.72744565784465,29.351892173449965
HTE,1.5547611900260914,751.1195033702036,762.8089272247739,0.5134758460286285,DAC,0.03579575894066783,6.20594379769189,7530.040731225038,44.78503828201412,57.272890088792174
HTE,1.4458257070193088,784.0503303125294,740.685267549823,0.48555644040301726,DAC,0.03078849285951972,5.148289742854855,8018.083453680091,42.71937792401233,34.73657542914458
HTE,1.5459803597965112,795.2096513425945,743.2193700446214,0.5431652464247054,DAC,0.06285226926981727,4.639468763471195,8613.668679106186,47.19982756260918,46.200989595006305
HTE,1.4641078471971143,742.3862500902294,757.500960860497,0.5311090685244492,bioethanol,0.03652619027035284,5.347170713663851,7533.9015383056185,48.65273998034874,2.723642372097098
HTE,1.4850918507063358,835.4840387214027,744.8553968923229,0.48750695998200255,bioethanol,0.05851048572389554,4.571434349041645,7354.546676835848,46.97289048278431,4.753529498686273
LTE,3.107101062407578,196.26069874119267,54.30923652996771,0.4249289943922143,bioethanol,0.012371765797887188,4.871250637267083,21158.417720614576,36.36426252575193,4.96839355947497
LTE,2.8889510290493154,219.339906243235,45.964597171114036,0.4777738173228085,DAC,0.05241099861485611,4.785140090401558,21649.429779885722,42.46080374971217,26.78870792851411
LTE,2.9291242315813064,190.8677311128379,51.28168358210977,0.42776210254668406,NGCC,0.01698083959879404,4.702884233458916,20713.635078680913,38.86638352862188,40.401066109916655
LTE,2.873937049031691,211.18689714523578,52.95734748486176,0.4623263282705866,cement,0.05456969899145528,4.7406843886938725,20293.30004502738,40.330980356079515,39.89735297972915
LTE,2.955785005623586,202.77788996061975,48.15976836509547,0.4033823292872367,cement,0.03421277668873425,5.282469871388429,20244.985529982143,38.885014487416285,55.753286795329714
LTE,2.8823560240528034,189.3304451105695,51.43557462918883,0.4256811467284201,cement,0.04499369648989795,5.27894278216558,19373.8346153507,37.9566332476884,25.95254819111464
HTE,1.50748639275862,769.0450118459582,747.3408944465048,0.49967249349217524,cement,0.05588306604646592,5.346626388805188,6703.635347840914,44.75085504999262,37.40916731826442
LTE,2.9312522748570635,181.84877009826477,57.68232237003119,0.4947936821947728,NGCC,0.058448527002744506,4.613773396848387,20298.817783384286,44.21899363328546,53.59447440581045
HTE,1.4888017295834444,786.7255922104036,747.0880864807634,0.48981356664606895,bioethanol,0.06145459059234337,4.741974460283609,7790.059854705715,42.54430176474291,4.562649201035512
LTE,2.8958670109645848,209.5125238607747,56.45984569730385,0.4257982483524479,cement,0.06257484118540314,4.626303744821845,20809.87398824698,39.75935385140119,56.110742087442944
HTE,1.5340531516696747,759.9834174775011,759.084431614802,0.5278799695587192,cement,0.055791378991623924,5.2761280352964715,8263.458273722543,50.50259711000254,29.538361363602416
LTE,2.933911606638925,204.10603844157566,49.08995074070314,0.48020502899379536,cement,0.023334947521525977,4.904542443434939,19870.306589667536,43.324608570642354,42.36172311405577
LTE,3.109237137370154,206.0068418827376,56.85485051183381,0.44641257282278346,bioethanol,0.026805961595876324,5.539348798457068,21116.3845783088,39.50897768517698,3.776704944918648
LTE,3.0871425131241264,180.5835229367667,54.603210613867354,0.4594652311178793,DAC,0.026458502202911002,5.500328801873421,20017.397033253725,40.57744512129157,46.84673296985264
LTE,2.779040981730204,199.7081310090514,42.89792480428768,0.447821501728293,cement,0.018794579105786136,4.887024348956624,21561.454130853417,38.92981033706769,47.36034534680054
LTE,3.0099040464633573,188.48524066464825,55.339859207278415,0.48185168765355174,cement,0.033568206443062895,5.289951331648737,20385.221375897858,47.021669296020725,40.933102567683676
LTE,3.0741888708506773,203.3395080047478,48.69963041573071,0.4428903772172614,DAC,0.035143130767124685,4.602874329311856,20501.537224330175,43.25254042494784,41.740764381044485
HTE,1.5944797441632697,788.8904290543379,734.9174357963049,0.5270326718526401,DAC,0.044279282007219645,5.1771324119481985,8225.530605456144,43.31400613576168,46.76822206012845
HTE,1.519587497170246,790.5374161675109,757.2542700939351,0.5347402191304718,NGCC,0.051386027150324184,5.035119938261232,8296.83936946564,50.243712899829106,22.21090011897267
LTE,2.9170519680912093,205.30657201332718,52.34466818938709,0.41127632749077697,DAC,0.03059788762909363,4.578668345138312,19659.01889325407,35.9383438618101,49.888323205655986
LTE,3.089813509413106,195.35460669609776,45.94422973451464,0.47456997032102194,bioethanol,0.015102076463851468,4.879513546036462,20899.901175693012,42.030026913017196,2.7258373543363326
LTE,3.1617567951067644,197.63175102711864,49.39553915706769,0.4399810948770255,NGCC,0.06312310860236592,5.599910937737723,19308.77133197327,39.29747475221165,41.01726386769148
HTE,1.3578129786945283,868.3588334179457,760.1870297033311,0.5129897090363157,NGCC,0.0189818394587504,4.796125332750717,8177.344305013871,45.8936949370297,58.25519785369083
LTE,2.929145493633471,165.17439175419554,47.93876119999383,0.41738345306917674,DAC,0.038324673746072936,5.27924179623444,18913.25497282576,37.3422801857184,35.25886723042448
LTE,3.0702907002100885,198.62865070047803,46.10449985926606,0.42389164474240054,cement,0.02640026118674243,5.53289000204674,21640.07402885916,41.0753103030088,47.00572015994953
HTE,1.5690255566059725,842.5831334765378,734.624774126368,0.5421808056191095,cement,0.053238627290821634,5.643626211779517,8067.125441697835,51.48680636640236,21.452011459927718
LTE,3.0070214458490683,191.5054900457429,45.56331477827073,0.4580519332701185,DAC,0.015781386134031846,4.990521421274647,20282.67786759638,44.77029625900113,23.690430876596132
LTE,3.001850824916595,233.4233616970394,54.75352982454114,0.48991432416851544,cement,0.013276206416549866,4.994182490796766,21097.834950157045,42.60950100757265,56.29736003918935
HTE,1.512607312957067,838.2535893909887,752.5642686171553,0.48750430415657087,DAC,0.013692951723311973,3.75883281992865,7729.130702209414,41.850614746692536,47.38054142962569
LTE,2.954126646827645,201.03139485412018,44.433334573778,0.43249277033264844,cement,0.0471445622269357,4.645844188408161,18799.97358192348,42.10154893913052,59.2085746582878
LTE,3.221945502545487,191.95994462890985,48.2113939809653,0.47764683738355695,DAC,0.015495888176493966,5.5461601650663095,19000.261919844208,42.22156694864732,30.427955503067395
LTE,2.82136949823539,203.2400534065462,54.294141320428544,0.46421808030806544,NGCC,0.01536343984261937,4.635794434668586,20509.648045243473,38.67297472983078,21.75249017304114
HTE,1.4869765776536206,852.4527909441564,743.8662851381328,0.4821027234744221,bioethanol,0.06579162419880547,5.0610446984258415,7479.376327487479,41.514408623502206,3.2159333257810516
HTE,1.4867492792054335,871.9904200214407,762.8159894340067,0.48180192412336875,bioethanol,0.055227049476341473,4.913643723651547,7780.965638661851,46.42793488084213,2.0591262430052555
LTE,3.0478010689773622,182.45239017220604,43.745579387377106,0.4775208863948182,bioethanol,0.0682515353216669,4.284568488666329,20153.047130244533,47.65666306353512,3.613664463219738
HTE,1.5555080048557384,818.1870208650419,757.4774250377484,0.5403169577232421,DAC,0.06614081602672209,4.95820010932155,8745.794363493882,46.07358532900727,49.14673242094589
HTE,1.566306886803582,768.4959789705358,757.847476636777,0.5134498562249488,DAC,0.06511485673226054,5.148879961714945,7314.3744799225915,42.926141364317694,30.115796915290204
HTE,1.4863428764020739,817.0962304453244,747.1158689307167,0.48233884836940927,DAC,0.010673279736252381,5.389288923083567,7751.99915877494,44.512917032214034,54.91859867398609
HTE,1.479541801922142,835.1339465489824,755.3955065888106,0.498916077858948,cement,0.04177067034644776,4.825321281844439,7695.649837856921,39.87652364220447,44.557311887729114
LTE,2.9452019588265483,198.34856232790474,53.09598778521252,0.4214854842642725,DAC,0.014599422391646754,4.6386617174072855,17630.460479855796,35.03796999215557,30.100553549864905
HTE,1.503469022030419,835.5733744219349,758.7628862923938,0.5122006171600252,bioethanol,0.05233588578453567,5.505098452742593,8222.864714828762,47.52729515846456,4.456083612575499
LTE,3.049486410050826,188.8675671552026,55.49840099603892,0.4477645192888178,NGCC,0.041107556332292114,5.363594467242542,20009.339649910227,38.19725743712588,43.57322266297142
HTE,1.5222320586893308,747.2015130912138,757.2220370650674,0.48163009030708703,cement,0.04641117122381961,4.928948389767443,8069.178246075663,42.46254778788225,40.909547019418696
LTE,2.863488686827766,197.29823305960787,50.50163852390936,0.46366301166877566,DAC,0.02621086362606593,5.384112882539278,19383.817254364418,40.26044444259886,53.98542136975738
LTE,3.01609057493935,211.798426185911,44.01213842060805,0.4372628421631121,bioethanol,0.01204081514025954,5.050839122830165,18962.34749208531,38.03775424137056,2.4284286200944583
HTE,1.5377638956061124,762.2368141521903,762.960430381867,0.5478194772955857,DAC,0.04419013208613065,5.405859993800251,7634.423358892577,46.2602583932391,35.859994631160816
LTE,3.221249922259466,211.22059565729748,53.11501619345573,0.45724102026877517,cement,0.021526213819575125,5.075031022026362,20756.9744111634,41.78650222617707,55.23888395256046
LTE,3.0086350963126938,213.17819970278464,51.24548499657561,0.4131752762714326,NGCC,0.06646446907786956,4.823917943511585,19538.94428762916,34.67896234058077,54.495226120046915
HTE,1.568756022597732,822.3037132362579,743.3567229255524,0.5276688601196421,bioethanol,0.015987150343846387,5.418459892939234,7245.470169343986,48.060804654941116,1.2154845184487315
LTE,2.9114194148440857,197.33610631921246,48.569164435787826,0.4638359816675117,DAC,0.01748960727173763,5.091232149147944,20040.641525321407,43.66236426710524,29.057642873112197
HTE,1.548006999708403,817.3471988597195,754.6792712734962,0.519302518242753,cement,0.06708926261943651,5.51961712539502,8810.76235159124,46.39835154738438,25.777966464094597
HTE,1.501008190365768,640.1639211820901,733.1441887611131,0.5456022327515463,cement,0.03147080771492688,4.238944808003641,7822.964088006574,50.06382210571452,28.626353971509715
HTE,1.4810030865492854,807.8224158151604,742.5971139703033,0.4970305593685411,bioethanol,0.0652101196394789,4.721909728719201,7341.407066841862,40.2448877049438,2.0251884647927634
HTE,1.4714243354165126,760.719485779969,757.7509162440674,0.5387470260870936,bioethanol,0.022322976816960362,4.407336175099525,7573.6048810572,51.641689515025206,1.6999949800346856
LTE,3.147053330008758,192.6277921872548,40.992043962912625,0.49127442125655485,cement,0.04189566049969372,5.854959149541209,20621.341640872488,43.53277193621712,38.60255689752057
HTE,1.5354063748866968,780.7920214225945,753.7076402075095,0.48099223163447935,NGCC,0.050339950369355686,5.484942552476579,8297.229742309986,44.878248893987696,39.95132177189693
HTE,1.4325346143136828,769.626714574416,748.9924097079593,0.5371761995367248,cement,0.06599214154813145,4.825172983148042,8155.295683479314,45.84584962357423,31.449569786886972
LTE,3.020938086359468,201.37593795852797,52.80991313202352,0.4417006210057007,NGCC,0.06569699525262394,5.177006645333887,19692.811759633896,37.555759142012,42.05950291308274
LTE,2.7607344545385457,226.57073865391558,55.27288109628565,0.4917352116381093,bioethanol,0.013031431097483576,5.309763947048046,18689.984333347686,40.71147119694851,1.332454144823782
LTE,3.0556391026192133,189.80932151502947,43.55019395978503,0.4758589755874704,cement,0.032064650707250605,5.004933469363736,19953.925565890804,45.46190462606215,25.26885476330927
LTE,3.0156047313021648,206.54628018403105,56.125046739264214,0.4280862261902147,NGCC,0.028610317355035726,4.540348188514354,19002.737809736147,42.87314401422338,59.31769900898427
